Tên công việc,Công ty,Lương,Địa điểm,Ngày tháng,Cấp bậc,Ngành nghề,Kỹ năng,Link
"Vpdd Vipharco Pháp Tuyển Dụng Trưởng Nhóm Trình Dược Viên Tại Tây Bắc, Đông Bắc, Đồng Bằng Sông Hồng, Bắc Trung Bộ, Duyên Hải Miền Trung, Tây Nguyên, Nam Trung Bộ, Miền Tây, Miền Đông, TP Hồ Chí Minh, Hà Nội",Vipharco,Từ $1500,Hà Nội,21/11/2023,Trưởng phòng,Dược,"Trình Dược Viên Kênh ETC, Trình Dược ETC, Dược Phẩm, Bán Hàng, OTC",https://www.vietnamworks.com/vpdd-vipharco-phap-tuyen-dung-truong-nhom-trinh-duoc-vien-tai-tay-bac-dong-bac-dong-bang-song-hong-bac-trung-bo-duyen-hai-mien-trung-tay-nguyen-nam-trung-bo-mien-tay-mien-dong-tp-ho-chi-minh-ha-noi--1716908-jv?source=searchResults&searchType=2&placement=1716958&sortBy=date
Kế Toán Tổng Hợp,Công Ty Cổ Phần Dược Phẩm Savi,$500 - $1000,Hồ Chí Minh,12/12/2023,Nhân viên,Dược,"Tài Chính, Kiểm Toán, Kế Toán Tổng Hợp, Kế Toán Thuế, Kế Toán",https://www.vietnamworks.com/ke-toan-tong-hop--1724213-jv?source=searchResults&searchType=2&placement=1724263&sortBy=date
Admin Ngành Dược (Lương 10 Triệu),Công Ty Cổ Phần Dược Phẩm Lv PHARMA,$420 - $1000,Hồ Chí Minh,12/12/2023,Nhân viên,Dược,"Admin, Hành Chính, Dược, Làm Hồ Sơ Thầu, Hồ Sơ Giấy Tờ",https://www.vietnamworks.com/admin-nganh-duoc-luong-10-trieu-1724156-jv?source=searchResults&searchType=2&placement=1724206&sortBy=date
"Trình Dược Viên OTC - Đã Có Code Khách Hàng (Có Thể Phỏng Vấn Trước, 2024 Đi Làm)",Công Ty Cổ Phần Dược Phẩm Vĩnh Phúc,Thương lượng,Hà Nội,12/12/2023,Nhân viên,Dược,"Kinh Doanh, Kênh OTC, Tư Vấn Bán Hàng, Chăm Sóc Khách Hàng, Marketing Strategy",https://www.vietnamworks.com/trinh-duoc-vien-otc-da-co-code-khach-hang-co-the-phong-van-truoc-2024-di-lam-1724130-jv?source=searchResults&searchType=2&placement=1724180&sortBy=date
Quản Lý OTC Hồ Chí Minh,Công Ty Cổ Phần Dược Phẩm Savi,Thương lượng,Hồ Chí Minh,21/11/2023,Trưởng phòng,Dược,"Dược Phẩm, Dược Sĩ Đại Học, Quản Lý Bán Hàng, Quản Lý OTC, OTC Channel",https://www.vietnamworks.com/quan-ly-otc-ho-chi-minh-1-2-1--1716970-jv?source=searchResults&searchType=2&placement=1717020&sortBy=date
"Trình Dược Viên ETC , OTC Tại Khu Vực Hà Nội và Các Tỉnh Miền BắcUrgent job",Công Ty TNHH Dược Phẩm Eoc Việt Nam,Thương lượng,Hà Nội,20/11/2023,Nhân viên,Dược,"Trình Dược Viên Kênh ETC, Bán Hàng, Trình Dược OTC, OTC, Giao Tiếp",https://www.vietnamworks.com/trinh-duoc-vien-etc-otc-tai-khu-vuc-ha-noi-va-cac-tinh-mien-bac-1682280-jv?source=searchResults&searchType=2&placement=1682330&sortBy=date
"Trình Dược Viên Kênh Bệnh Viện (ETC) - Ngành Hàng Dược Phẩm - Quảng Nam, Bắc Giang, Bình DươngUrgent job",Abbott,Thương lượng,Bắc Giang,21/11/2023,Nhân viên,Dược,"Trình Dược, Trình Dược Viên Kênh ETC, Trình Dược ETC, Bán Hàng",https://www.vietnamworks.com/trinh-duoc-vien-kenh-benh-vien-etc-nganh-hang-duoc-pham-quang-nam-bac-giang-binh-duong-1716625-jv?source=searchResults&searchType=2&placement=1716675&sortBy=date
Analytical Development Scientist - Pharmaceutical Abbott (Dự Án 12 Tháng),Abbott,Thương lượng,Bình Dương,12/12/2023,Nhân viên,Dược,"Nghiên Cứu, QC, Quality Control",https://www.vietnamworks.com/analytical-development-scientist-pharmaceutical-abbott-du-an-12-thang-1--1724048-jv?source=searchResults&searchType=2&placement=1724098&sortBy=date
"Trình Dược Viên Kênh Nhà Thuốc OTC - Ngành Hàng Dược Phẩm - Bình Dương, Bạc Liêu",Abbott,Thương lượng,Bình Dương,12/12/2023,Mới Tốt Nghiệp,Dược,"Trình Dược OTC, Trình Dược Nhà Thuốc, Trình Dược",https://www.vietnamworks.com/trinh-duoc-vien-kenh-nha-thuoc-otc-nganh-hang-duoc-pham-binh-duong-bac-lieu--1724000-jv?source=searchResults&searchType=2&placement=1724050&sortBy=date
Technical Solution Design Specialist (Contract 01 Year),Abbott,Thương lượng,Hà Nội,11/12/2023,Nhân viên,Dược,"Consulting, Lab Skill, Lean Six Sigma",https://www.vietnamworks.com/technical-solution-design-specialist-contract-01-year-1723708-jv?source=searchResults&searchType=2&placement=1723758&sortBy=date
Key Account Specialist (ETC),Công Ty TNHH Dược Phẩm Gigamed,Thương lượng,Hồ Chí Minh,30/11/2023,Nhân viên,Dược,"Trình Dược Viên Kênh ETC, Bán Hàng, Kinh Doanh, Dược Phẩm, ETC",https://www.vietnamworks.com/key-account-specialist-etc--1720900-jv?source=searchResults&searchType=2&placement=1720950&sortBy=date
"Trình Dược Viên OTC & ETC (Vĩnh Long, Trà Vinh)",Công Ty TNHH Dược Phẩm Gigamed,Thương lượng,Vĩnh Long,30/11/2023,Nhân viên,Dược,"OTC, ETC, Trình Dược Nhà Thuốc, Dược, Trình Dược",https://www.vietnamworks.com/trinh-duoc-vien-otc-etc-vinh-long-tra-vinh-1720888-jv?source=searchResults&searchType=2&placement=1720938&sortBy=date
Trình Dược Viên OTC (Dưới 01 Năm Kinh Nghiệm)Urgent job,Công Ty TNHH Dược Phẩm Đại Phú An,$100 - $1000,Hồ Chí Minh,30/11/2023,Mới Tốt Nghiệp,Dược,"Bán Hàng, OTC, Trình Dược OTC, Giới Thiệu Sản Phẩm, Nghiên Cứu Thị Trường",https://www.vietnamworks.com/trinh-duoc-vien-otc-duoi-01-nam-kinh-nghiem-1720543-jv?source=searchResults&searchType=2&placement=1720593&sortBy=date
Trình Dược Viên Kênh ETC (Dưới 01 Năm Kinh Nghiệm),Công Ty TNHH Dược Phẩm Đại Phú An,Thương lượng,Hồ Chí Minh,30/11/2023,Mới Tốt Nghiệp,Dược,"Trình Dược Viên Kênh ETC, Bán Hàng, Kinh Doanh, Dược, Phát Triển Thị Trường",https://www.vietnamworks.com/trinh-duoc-vien-kenh-etc-duoi-01-nam-kinh-nghiem-1720546-jv?source=searchResults&searchType=2&placement=1720596&sortBy=date
Pharma ManagerUrgent job,Công Ty Cổ Phần Y Khoa Hoàn Mỹ,Thương lượng,Hồ Chí Minh,30/11/2023,Trưởng phòng,Dược,"Pharmacy, Pharmaceutical Healthcare, Administration, Process Quality Improvement, Warehouse Management System",https://www.vietnamworks.com/pharma-manager-1720519-jv?source=searchResults&searchType=2&placement=1720569&sortBy=date
Head Of Medical AffairsUrgent job,Công Ty Cổ Phần Y Khoa Hoàn Mỹ,Thương lượng,Hồ Chí Minh,30/11/2023,Giám Đốc và Cấp Cao Hơn,Dược,"Pharmacy, Hospital Operation, Medical Affairs, Organizational Management, Pharmacy Medicine",https://www.vietnamworks.com/head-of-medical-affairs-1720533-jv?source=searchResults&searchType=2&placement=1720583&sortBy=date
Technical Transfer_Pharmaceurical Nhà Máy Dược Abbott,Abbott,Thương lượng,Bình Dương,29/11/2023,Nhân viên,Dược,Dược,https://www.vietnamworks.com/technical-transfer-pharmaceurical-nha-may-duoc-abbott-1719580-jv?source=searchResults&searchType=2&placement=1719630&sortBy=date
Junior Internal Communication Abbott Pharmaceutical PlantUrgent job,Abbott,Thương lượng,Bình Dương,29/11/2023,Mới Tốt Nghiệp,Dược,"Thực Tập Sinh Design, Communication",https://www.vietnamworks.com/junior-internal-communication-abbott-pharmaceutical-plant-1719586-jv?source=searchResults&searchType=2&placement=1719636&sortBy=date
Trình Dược Viên Khu Vực Các Tỉnh - FulltimeUrgent job,Công Ty TNHH Dược Phẩm Nhất Anh,Thương lượng,Cà Mau,29/11/2023,Nhân viên,Dược,"Trình Dược OTC, Tư Vấn Bán Thuốc, Mở Rộng Đại Lý, Dược, Bán Hàng",https://www.vietnamworks.com/trinh-duoc-vien-khu-vuc-cac-tinh-fulltime-1--1719941-jv?source=searchResults&searchType=2&placement=1719991&sortBy=date
Trình Dược Viên Kênh ETC (Đà Nẵng),Công Ty Cổ Phần Tập Đoàn Merap,Thương lượng,Đà Nẵng,29/11/2023,Nhân viên,Dược,"Trình Dược, Trình Dược ETC, Bán Hàng Độc Lập, Sales Dược",https://www.vietnamworks.com/trinh-duoc-vien-kenh-etc-da-nang-1719657-jv?source=searchResults&searchType=2&placement=1719707&sortBy=date
Trình Dược Viên OTC (Trà Vinh)Urgent job,Công Ty Cổ Phần Tập Đoàn Merap,$500 - $1000,Trà Vinh,29/11/2023,Nhân viên,Dược,"Trình Dược OTC, Trình Dược, Dược Phẩm, OTC, Bán Hàng",https://www.vietnamworks.com/trinh-duoc-vien-otc-tra-vinh-1719656-jv?source=searchResults&searchType=2&placement=1719706&sortBy=date
Medical Representative ETC - Xarelto,Bayer Vietnam Limited (Bvl),Thương lượng,Hồ Chí Minh,28/11/2023,Nhân viên,Dược,"English, IT Literacy, Communication, Performance Management System, Customer Engagement",https://www.vietnamworks.com/medical-representative-etc-xarelto-1719569-jv?source=searchResults&searchType=2&placement=1719619&sortBy=date
Trình Dược Viên OTC Hồ Chí Minh Đi Làm Ngay,Công Ty Cổ Phần Dược Phẩm Tín Phong,Thương lượng,Hồ Chí Minh,28/11/2023,Nhân viên,Dược,"Quan Hệ Khách Hàng, Tư Vấn Khách Hàng, ETC, Dược, Phát Triển Thị Trường",https://www.vietnamworks.com/trinh-duoc-vien-otc-ho-chi-minh-di-lam-ngay-1719358-jv?source=searchResults&searchType=2&placement=1719408&sortBy=date
Quản Lý Kinh Doanh Vùng (ASM / Thu Nhập Trung Bình ~ 30Tr/ Không Giới Hạn),Công Ty Cổ Phần Dược TIC Vn,Từ $700,Hà Nội,28/11/2023,Trưởng phòng,Dược,"Phân Phối Dược Phẩm, Đông Dược, Quản Lý Kinh Doanh Dược Phẩm, Quản Trị, Bán Hàng Dược Liệu",https://www.vietnamworks.com/quan-ly-kinh-doanh-vung-asm-thu-nhap-trung-binh-30tr-khong-gioi-han-1704646-jv?source=searchResults&searchType=2&placement=1704696&sortBy=date
Trình Dược Viên OTC Bình Phước Đi Làm NgayUrgent job,Công Ty Cổ Phần Dược Phẩm Tín Phong,Thương lượng,Bình Phước,28/11/2023,Nhân viên,Dược,"Quan Hệ Khách Hàng, Tư Vấn Khách Hàng, ETC, Dược",https://www.vietnamworks.com/trinh-duoc-vien-otc-binh-phuoc-di-lam-ngay-1719152-jv?source=searchResults&searchType=2&placement=1719202&sortBy=date
"Trình Dược Viên Kênh Bệnh Viện (ETC) - Ngành Hàng Dược Phẩm - Lâm Đồng, Bình Dương, Quảng NamUrgent job",Abbott,Thương lượng,Quảng Nam,28/11/2023,Nhân viên,Dược,"Trình Dược, Trình Dược Viên Kênh ETC, Trình Dược ETC, Bán Hàng",https://www.vietnamworks.com/trinh-duoc-vien-kenh-benh-vien-etc-nganh-hang-duoc-pham-lam-dong-binh-duong-quang-nam-1719218-jv?source=searchResults&searchType=2&placement=1719268&sortBy=date
Sales Rep - PharmaHeadhunt jobs,Navigos Search'S Client,Thương lượng,Hồ Chí Minh,07/12/2023,Nhân viên,Dược,"Sales Medical, Pharma Sales",https://www.vietnamworks.com/sales-rep-pharma-1722666-jv?source=searchResults&searchType=2&placement=1722716&sortBy=date
[Pharma - Otc/etc] Sales Director/ Sales Manager - Đà NẵngHeadhunt jobs,Navigos Search,$4000 - $10000,Đà Nẵng,30/11/2023,Giám Đốc và Cấp Cao Hơn,Dược,"Pharmacy, Pharma Sales, Healthcare Management, OTC, Sales Revenue",https://www.vietnamworks.com/pharma-otc-etc-sales-director-sales-manager-da-nang-1720383-jv?source=searchResults&searchType=2&placement=1720433&sortBy=date
Assocciate Product ManagerHeadhunt jobs,People Plus Consulting Vietnam,$2000 - $3000,Hồ Chí Minh,24/11/2023,Trưởng phòng,Dược,"Project Management, Product Marketing, Product Management, Product Development, Healthcare",https://www.vietnamworks.com/assocciate-product-manager-1717888-jv?source=searchResults&searchType=2&placement=1717938&sortBy=date
