Tên công việc,Công ty,Lương,Địa điểm,Ngày tháng,Cấp bậc,Ngành nghề,Kỹ năng,Link
Nhân Viên Digital Marketing,Công Ty TNHH Vật Tư Khoa Học Công Nghệ T&T,$500 - $700,Hà Nội,08/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","SEO, Online Marketing, Photoshop, Shopify, Digital Design Marketing",https://www.vietnamworks.com/nhan-vien-digital-marketing-308--1723293-jv?source=searchResults&searchType=2&placement=1723343&sortBy=date
Chuyên Viên Digital Marketing,Công Ty Cổ Phần Đầu Tư Thương Mại Bảo Lam (Men' Vodka),Thương lượng,Hà Nội,15/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Trade Marketing, Social Media, Google Ads, SEO, Code Website",https://www.vietnamworks.com/chuyen-vien-digital-marketing--1725029-jv?source=searchResults&searchType=2&placement=1725079&sortBy=date
Junior ADS & SEO,Công Ty Trách Nhiệm Hữu Hạn District 1 Creative,Thương lượng,Hồ Chí Minh,15/12/2023,Mới Tốt Nghiệp,"Tiếp Thị, Quảng Cáo/Truyền Thông","SEO, Google Ads, Digital Marketing, Marketing Strategy, Content Website",https://www.vietnamworks.com/junior-ads-seo-1--1725817-jv?source=searchResults&searchType=2&placement=1725867&sortBy=date
Junior Social Media,Công Ty Trách Nhiệm Hữu Hạn District 1 Creative,$85 - $125,Hồ Chí Minh,15/12/2023,Mới Tốt Nghiệp,"Tiếp Thị, Quảng Cáo/Truyền Thông","Social Media Marketing, Internal Branding, Social Media",https://www.vietnamworks.com/junior-social-media-1702241-jv?source=searchResults&searchType=2&placement=1702291&sortBy=date
SEO Youtube,Công Ty TNHH Bg Media,$260 - $800,Nghệ An,15/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","SEO, Youtube SEO, Digital Marketing, Photoshop, Biên Tập Video",https://www.vietnamworks.com/seo-youtube--1725722-jv?source=searchResults&searchType=2&placement=1725772&sortBy=date
"Senior Officer, Marketing Automation & Digital Lead",British University Vietnam (Buv),Thương lượng,Hưng Yên,15/12/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Marketing và Branding, Branding Marketer, Leader Marketing, Digital Platforms, CRM Programs",https://www.vietnamworks.com/senior-officer-marketing-automation-digital-lead--1725781-jv?source=searchResults&searchType=2&placement=1725831&sortBy=date
Digital Marketing,Công Ty TNHH Thương Mại Minh Khương,$430 - $650,Hồ Chí Minh,15/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Mỹ Phẩm, Da Liễu Thẩm Mỹ, Social Media, Online Marketing, Digital Marketing",https://www.vietnamworks.com/digital-marketing--1725742-jv?source=searchResults&searchType=2&placement=1725792&sortBy=date
Digital Marketing - Nhân Viên Marketing,Công Ty TNHH Bee Tech,$400 - $600,Hồ Chí Minh,15/12/2023,Mới Tốt Nghiệp,"Tiếp Thị, Quảng Cáo/Truyền Thông","Digital, Social Media, Digital Marketing, SEO, Online Marketing",https://www.vietnamworks.com/digital-marketing-nhan-vien-marketing--1722716-jv?source=searchResults&searchType=2&placement=1722766&sortBy=date
Digital Marketing Specialist (Native English Speaker),Best Ever Food Review Show,Thương lượng,Hồ Chí Minh,24/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Digital Marketing, Marketing Strategy, Marketing Channel, Typography, Social Media Frameworks",https://www.vietnamworks.com/digital-marketing-specialist-native-english-speaker-1717900-jv?source=searchResults&searchType=2&placement=1717950&sortBy=date
Nhân Viên SEO Marketing,Công Ty TNHH Tin Học Thành Nhân,$350 - $500,Hồ Chí Minh,24/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","SEO, SEM, Google Ads, Digital Marketing, Online Marketing",https://www.vietnamworks.com/nhan-vien-seo-marketing--1717919-jv?source=searchResults&searchType=2&placement=1717969&sortBy=date
Nhân Viên Digital Marketing ( Dưới 1 Năm Kinh Nghiệm)Urgent job,Công Ty TNHH SAMJO & PARTNERS,Thương lượng,Hà Nội,23/11/2023,Mới Tốt Nghiệp,"Tiếp Thị, Quảng Cáo/Truyền Thông","Youtube SEO, Social Media Marketing, Marketing Mỹ Phẩm, Google Ads, Digital Marketing",https://www.vietnamworks.com/nhan-vien-digital-marketing-duoi-1-nam-kinh-nghiem--1717689-jv?source=searchResults&searchType=2&placement=1717739&sortBy=date
Digital Marketing Intern - Account,Công Ty Cổ Phần Halocom,Thương lượng,Hồ Chí Minh,04/12/2023,Thực tập sinh/Sinh viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Management, Communication, Digital Marketing, Problem Solving, Negotiation Skills",https://www.vietnamworks.com/digital-marketing-intern-account-1721749-jv?source=searchResults&searchType=2&placement=1721799&sortBy=date
Chuyên Viên Thương Mại Điện Tử - Mảng Livestreams,Công Ty Cổ Phần Thực Phẩm Hữu Nghị,Thương lượng,Hà Nội,04/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Thương Mại Điện Tử, Livestream, Bán Hàng",https://www.vietnamworks.com/chuyen-vien-thuong-mai-dien-tu-mang-livestreams-1-1--1710659-jv?source=searchResults&searchType=2&placement=1710709&sortBy=date
Marketing Assistant Full Package 46M - Must Relocate Cambodia,VietnamWorks' Client,$1000 - $1600,Hồ Chí Minh,24/11/2023,Mới Tốt Nghiệp,"Tiếp Thị, Quảng Cáo/Truyền Thông","English, Marketing Trực Tuyến, Marketing Facebook, Marketing Support, Marketing Plans",https://www.vietnamworks.com/marketing-assistant-full-package-46m-must-relocate-cambodia-1718130-jv?source=searchResults&searchType=2&placement=1718180&sortBy=date
Nhân Viên Biết Tiếng Nhật Hỗ Trợ Quảng Cáo Internet,"CA Advance Vietnam CO., LTD",$450 - $850,Hồ Chí Minh,04/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Quảng Cáo Truyền Thông, Quảng Cáo, Display Campaigns, Truyền Thông, Tiếng Nhật",https://www.vietnamworks.com/nhan-vien-biet-tieng-nhat-ho-tro-quang-cao-internet-1721619-jv?source=searchResults&searchType=2&placement=1721669&sortBy=date
Digital Marketing Manager,The Grand Ho Tram,Thương lượng,Hồ Chí Minh,15/12/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","SEO, Digital Marketing, E-commerce, PPC Advertising, Online Marketing",https://www.vietnamworks.com/digital-marketing-manager--1725450-jv?source=searchResults&searchType=2&placement=1725500&sortBy=date
Nhân Viên Digital Marketing (Thu Nhập Từ 12 Đến 18 Triệu/tháng)Urgent job,Công Ty TNHH Tổng Kho Vật Liệu Trang Trí Nội Thất Trường Thịnh,Thương lượng,Hồ Chí Minh,15/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Digital Marketing Planning, SEO Content Writing, Social Media Networks, Ads Campaign, Phân Tích Dữ Liệu",https://www.vietnamworks.com/nhan-vien-digital-marketing-thu-nhap-tu-12-den-18-trieu-thang-1713541-jv?source=searchResults&searchType=2&placement=1713591&sortBy=date
Digital Marketing,Wellspring International Bilingual School,Thương lượng,Hà Nội,23/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Social Media, SEO, Online Marketing, Digital Marketing, Truyền Thông",https://www.vietnamworks.com/digital-marketing--1717841-jv?source=searchResults&searchType=2&placement=1717891&sortBy=date
Senior Digital Marketing ExecutiveUrgent job,Công Ty CP Thương Mại Điện Tử Greenmazing,$400 - $650,Hà Nội,22/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Digital Marketing, Facebook Ads, Tiktok Ads",https://www.vietnamworks.com/senior-digital-marketing-executive--1717169-jv?source=searchResults&searchType=2&placement=1717219&sortBy=date
Senior Digital Marketing Executive,Công Ty TNHH Medeze Việt Nam,$625 - $750,Hồ Chí Minh,22/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","SEO, SEM, Google Ads, Facebook Ads, English",https://www.vietnamworks.com/senior-digital-marketing-executive-78--1717094-jv?source=searchResults&searchType=2&placement=1717144&sortBy=date
Idea Creator (Chuyên Viên Sáng Tạo Ý Tưởng Sản Phẩm)Urgent job,Công Ty CP Thương Mại Điện Tử Greenmazing,Từ $400,Hà Nội,22/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Phân Tích Dữ Liệu, Sáng Tạo Nội Dung, IELTS, Trending",https://www.vietnamworks.com/idea-creator-chuyen-vien-sang-tao-y-tuong-san-pham-1717375-jv?source=searchResults&searchType=2&placement=1717425&sortBy=date
Nhân Viên Chăm Sóc Khách Hàng (Tiếng Trung) - Không Yêu Cầu Kinh NghiệmUrgent job,Công Ty TNHH Xúc Tiến Thương Mại Bảo Tín,Từ $500,Hà Nội,22/11/2023,Mới Tốt Nghiệp,"Tiếp Thị, Quảng Cáo/Truyền Thông","Xuất Nhập Khẩu, Tiếng Trung, Logistics, Chăm Sóc Khách Hàng, Operation",https://www.vietnamworks.com/nhan-vien-cham-soc-khach-hang-tieng-trung-khong-yeu-cau-kinh-nghiem-1717311-jv?source=searchResults&searchType=2&placement=1717361&sortBy=date
Chuyên Viên Digital Marketing (Từ 6 Tháng - 1 Năm Kinh Nghiệm),Công Ty Cổ Phần Luklak,$300 - $650,Hà Nội,22/11/2023,Mới Tốt Nghiệp,"Tiếp Thị, Quảng Cáo/Truyền Thông","Digital Marketing, Online Marketing, Google Adwords, Facebook Ads, B2B",https://www.vietnamworks.com/chuyen-vien-digital-marketing-tu-6-thang-1-nam-kinh-nghiem-1716793-jv?source=searchResults&searchType=2&placement=1716843&sortBy=date
Nhân Viên Truyền Thông Online,Công Ty TNHH Dịch Vụ Logistics Bảo Vận,$300 - $500,Hà Nội,14/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Phát Triển Thương Hiệu, Lập Kế Hoạch Truyền Thông, Facebook Ads, Google Ads, Content Creation",https://www.vietnamworks.com/nhan-vien-truyen-thong-online--1646172-jv?source=searchResults&searchType=2&placement=1646222&sortBy=date
"Nhân Viên Marketing, Quản Trị Website",Công Ty Cổ Phần Hợp Lực Toàn Cầu,Thương lượng,Hà Nội,14/12/2023,Mới Tốt Nghiệp,"Tiếp Thị, Quảng Cáo/Truyền Thông","Website Managegment, Công Nghệ Thông Tin",https://www.vietnamworks.com/nhan-vien-marketing-quan-tri-website--1724741-jv?source=searchResults&searchType=2&placement=1724791&sortBy=date
Manager Digital Marketing (Part time),Công Ty TNHH Tư Vấn Và Ứng Dụng Công Nghệ BIM Việt Nam,Từ $600,Hà Nội,13/12/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Content Marketing, SEO, SEM, Digital Marketing",https://www.vietnamworks.com/manager-digital-marketing-part-time-1724780-jv?source=searchResults&searchType=2&placement=1724830&sortBy=date
Digital Marketing Expert (F&b)Headhunt jobs,Navigos Search,$900 - $1200,Hà Nội,13/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Digital Marketing, Social Media Marketing",https://www.vietnamworks.com/digital-marketing-expert-f-amp-b-1724696-jv?source=searchResults&searchType=2&placement=1724746&sortBy=date
Social Media Executive,Seven System Viet Nam JSC (7-Eleven),Thương lượng,Hồ Chí Minh,13/12/2023,Mới Tốt Nghiệp,"Tiếp Thị, Quảng Cáo/Truyền Thông","Social Media, F&amp;B, Business Administration, Market Trend, Marketing Strategy",https://www.vietnamworks.com/social-media-executive--1724562-jv?source=searchResults&searchType=2&placement=1724612&sortBy=date
Nhân Viên Phát Triển Kênh Youtube,Công Ty Cổ Phần Truyền Thông Sunrise,$400 - $750,Hà Nội,13/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Digital Marketing, Youtube, Youtube Advertising, Lên Ý Tưởng Kịch Bản, Xây Dựng Kênh Youtube",https://www.vietnamworks.com/nhan-vien-phat-trien-kenh-youtube-2-1-1-2-1-1-1-1--1724596-jv?source=searchResults&searchType=2&placement=1724646&sortBy=date
Digital Marketing,Công Ty TNHH GLOBAL Jet Commerce,$500 - $900,Hồ Chí Minh,22/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Social Media, Content Marketing, Google Analytics, Chiến Dịch Truyền Thông, Video Editing",https://www.vietnamworks.com/digital-marketing-669--1717294-jv?source=searchResults&searchType=2&placement=1717344&sortBy=date
Digital Marketing Manager,Công Ty Cổ Phần Công Nghệ Sen Đỏ,Thương lượng,Hồ Chí Minh,22/11/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Power BI Microsoft, Tableau BI",https://www.vietnamworks.com/digital-marketing-manager--1717181-jv?source=searchResults&searchType=2&placement=1717231&sortBy=date
Digital Marketing Executive,Tập Đoàn Apec (Apec Group),Thương lượng,Hà Nội,22/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Social Media, SEO, Online Marketing, Digital Marketing, Google Ads Planner",https://www.vietnamworks.com/digital-marketing-executive-625-1687266-jv?source=searchResults&searchType=2&placement=1687316&sortBy=date
Senior SEO LeaderHeadhunt jobs,Navigos Search,$1200 - $1700,Hà Nội,13/12/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","SEO, Online Marketing",https://www.vietnamworks.com/senior-seo-leader-1724533-jv?source=searchResults&searchType=2&placement=1724633&sortBy=date
Influencer Marketing Specialist,Công Ty TNHH ActsOne Việt Nam,Thương lượng,Hồ Chí Minh,13/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Social Media, Marketing Trực Tuyến, KOL, Public Relation, Communication",https://www.vietnamworks.com/influencer-marketing-specialist--1724499-jv?source=searchResults&searchType=2&placement=1724599&sortBy=date
Digital Marketing Supervisor,"Emers Vietnam Co., Ltd",$1300 - $1700,Hồ Chí Minh,13/12/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","English, Analytical Skill, Leadership, Digital Communications, Digital Marketing",https://www.vietnamworks.com/digital-marketing-supervisor-39-1--1724416-jv?source=searchResults&searchType=2&placement=1724516&sortBy=date
Chuyên Viên Digital Marketing Lương 15-18Tr,Công Ty TNHH SAMJO & PARTNERS,$700 - $850,Hà Nội,28/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Youtube SEO, Social Media Marketing, Marketing Mỹ Phẩm, Google Ads, Digital Marketing",https://www.vietnamworks.com/chuyen-vien-digital-marketing-luong-15-18tr-1719136-jv?source=searchResults&searchType=2&placement=1719236&sortBy=date
Marketing Executive / Nhân Viên Marketing,TNE Global,Thương lượng,Hồ Chí Minh,12/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Digital Marketing, Content, Event Coordination, Marketing Trực Tuyến, Tiếp Thị",https://www.vietnamworks.com/marketing-executive-nhan-vien-marketing--1724134-jv?source=searchResults&searchType=2&placement=1724234&sortBy=date
Leader Facebook Ads,Toshiko Việt Nam,$700 - $1500,Hà Nội,01/12/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Thực Phẩm Chức Năng, Facebook Ads, Quảng Cáo, Marketing Y Tế, Kinh Doanh Sữa Bột",https://www.vietnamworks.com/leader-facebook-ads--1721069-jv?source=searchResults&searchType=2&placement=1721169&sortBy=date
Nhân Viên MarketingUrgent job,Công Ty Cổ Phần Prosi Thăng Long,$700 - $1000,Hà Nội,01/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","SEO, Google Ads, Chụp Ảnh, Quảng Cáo, Social Media",https://www.vietnamworks.com/nhan-vien-marketing--1721280-jv?source=searchResults&searchType=2&placement=1721380&sortBy=date
Chuyên Viên Digital Marketing ( Chạy 2 Nền Tảng)Urgent job,Công Ty TNHH Taehui,Thương lượng,Hà Nội,01/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Digital Marketing, Google Ads, Xây Dựng Chiến Lược, Marketing Strategy, Video Editing",https://www.vietnamworks.com/chuyen-vien-digital-marketing-chay-2-nen-tang--1721182-jv?source=searchResults&searchType=2&placement=1721282&sortBy=date
Senior Digital MarketingHeadhunt jobs,Navigos Search'S Client,Thương lượng,Hồ Chí Minh,12/12/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông",Digital Marketing,https://www.vietnamworks.com/senior-digital-marketing-76-1723949-jv?source=searchResults&searchType=2&placement=1724049&sortBy=date
Digital Marketing Manager,Công Ty CP Đi Chung,Từ $800,Hà Nội,11/12/2023,Trưởng phòng,"Tiếp Thị, Quảng Cáo/Truyền Thông","Branding, Google Adwords, Digital Marketing, Marketing Management, Marketing Planning",https://www.vietnamworks.com/digital-marketing-manager--1713339-jv?source=searchResults&searchType=2&placement=1713439&sortBy=date
Facebook Ads/ Google Ads ( Tuyển Gấp Đi Làm Luôn)Urgent job,Công Ty TNHH Bất Động Sản Smartland,Từ $500,Hồ Chí Minh,30/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Facebook Ads, Digital Marketing, Content Creating, Photoshop, Quảng Cáo",https://www.vietnamworks.com/facebook-ads-google-ads-tuyen-gap-di-lam-luon-1720405-jv?source=searchResults&searchType=2&placement=1720505&sortBy=date
Marketing Coordinator,Juvenis Maxime,$500 - $700,Hồ Chí Minh,29/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Digital Marketing, Content Marketing, Social Media, English SEO, Design",https://www.vietnamworks.com/marketing-coordinator--1719778-jv?source=searchResults&searchType=2&placement=1719878&sortBy=date
[Urgent] Inbound Tour Digital Marketing Executive (12-18M)Urgent job,AVT Travel,Thương lượng,Hà Nội,29/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Du Lịch, Tourism, Tiếng Anh, Travel, Inbound Marketing",https://www.vietnamworks.com/urgent-inbound-tour-digital-marketing-executive-12-18m-1719668-jv?source=searchResults&searchType=2&placement=1719768&sortBy=date
Nhân Viên EditorUrgent job,Công Ty TNHH Kinh Doanh Và Dịch Vụ Bất Động Sản Realhomes,$500 - $1000,Hà Nội,29/11/2023,Mới Tốt Nghiệp,"Tiếp Thị, Quảng Cáo/Truyền Thông",Dựng Video,https://www.vietnamworks.com/nhan-vien-editor--1719758-jv?source=searchResults&searchType=2&placement=1719858&sortBy=date
E-Commerce - Chuyên Viên Vận Hành Sàn TMĐT / Operation Executive,Công Ty TNHH Digimall,$450 - $800,Hồ Chí Minh,29/11/2023,Mới Tốt Nghiệp,"Tiếp Thị, Quảng Cáo/Truyền Thông","Thương Mại Điện Tử, Retail Store Operations, Bán Hàng, E Commerce, Key Account Management",https://www.vietnamworks.com/e-commerce-chuyen-vien-van-hanh-san-tmdt-operation-executive-1719682-jv?source=searchResults&searchType=2&placement=1719782&sortBy=date
"Marketing Chạy Ads (Facebook, Tiktok, Instagram, Zalo Ads)Urgent job",Phòng Khám Chuyên Khoa Phẫu Thuật Thẩm Mỹ Tiến Sĩ Trí,Thương lượng,Hồ Chí Minh,29/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Ads, Branding, Quảng Cáo, Social Media, Marketing",https://www.vietnamworks.com/marketing-chay-ads-facebook-tiktok-instagram-zalo-ads-1719872-jv?source=searchResults&searchType=2&placement=1719972&sortBy=date
Chuyên Viên Digital Marketing (Full time/ Part time),Công Ty TNHH Tư Vấn Và Ứng Dụng Công Nghệ BIM Việt Nam,Từ $500,Hà Nội,29/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Content Marketing, SEO, SEM, Digital Marketing, Editing Video",https://www.vietnamworks.com/chuyen-vien-digital-marketing-full-time-part-time-1719559-jv?source=searchResults&searchType=2&placement=1719659&sortBy=date
Nhân Viên Digital Marketing (Google Ads)Urgent job,Công Ty Cổ Phần Truyền Thông Onfa,$300 - $600,Hà Nội,28/11/2023,Mới Tốt Nghiệp,"Tiếp Thị, Quảng Cáo/Truyền Thông","Truyền Thông Quảng Cáo, Digital Marketing, Photoshop, Ai, Google Ads",https://www.vietnamworks.com/nhan-vien-digital-marketing-google-ads-1719483-jv?source=searchResults&searchType=2&placement=1719583&sortBy=date
Digital Marketing Assistant Manager (Fashion)Headhunt jobs,Navigos Search'S Client,$1000 - $1500,Hồ Chí Minh,22/11/2023,Nhân viên,"Tiếp Thị, Quảng Cáo/Truyền Thông","Marketing Retail, Digital Performance, Digital Marketing, Fashion Marketing",https://www.vietnamworks.com/digital-marketing-assistant-manager-fashion-1717499-jv?source=searchResults&searchType=2&placement=1717599&sortBy=date
